formatted_date;temperature_2m; temperature_2m_min; temperature_2m_max;total_precipitation_sum;surface_pressure
22/01/2021;295,1374832;291,2931167;299,9425833;0,003508641;90383,82958
23/01/2021;295,1384235;291,6084868;299,7905774;0,004239267;90430,8819
24/01/2021;295,1373974;291,5380425;299,9163225;0,003074532;90373,83941
25/01/2021;295,606275;291,9443114;300,563689;0,002425975;90298,35948
26/01/2021;295,7266064;291,5214461;300,8784045;5,78E-04;90281,1974
27/01/2021;295,6291151;291,6351046;300,5556608;0,002127844;90333,14104
28/01/2021;295,5053002;291,599779;300,1951246;0,003101439;90402,56272
29/01/2021;295,5225406;290,8157145;301,1937414;0,001096964;90322,60185
30/01/2021;295,7738156;290,9519184;301,8225261;4,01E-04;90281,99548
31/01/2021;296,0954914;290,7051945;302,3020839;6,26E-04;90229,58936
1/02/2021;296,1062931;291,4475573;301,1137369;0,001639847;90283,97419
2/02/2021;295,9833628;292,4065998;300,5397821;0,003636093;90343,89666
3/02/2021;295,7343858;292,4630058;300,3619542;0,004498219;90336,33958
4/02/2021;296,1055467;292,3053513;301,1826355;0,002211192;90393,74286
5/02/2021;296,1901547;292,3386277;301,3212954;0,003717972;90386,58137
6/02/2021;296,3744702;292,458024;301,8084878;0,002162152;90433,00432
7/02/2021;296,4363971;292,2652743;301,5805587;0,00549544;90342,31274
8/02/2021;295,8897206;292,7037461;300,1187957;0,00959151;90393,47417
9/02/2021;295,6977741;292,2714086;300,5814467;0,007736359;90427,01664
10/02/2021;295,3729632;292,2112023;299,9754037;0,011988231;90445,60346
11/02/2021;295,5415838;291,4159653;300,7227929;0,002396523;90354,25966
12/02/2021;295,1752472;292,5632136;298,6197728;0,006458861;90310,28477
13/02/2021;295,2273682;292,4735588;299,4092985;0,004608745;90388,2632
14/02/2021;295,0796979;291,7990752;299,8047467;0,010985727;90519,47763
15/02/2021;295,7788033;291,8831461;301,5336579;0,002684267;90568,20878
16/02/2021;295,4567766;291,8153736;299,7484313;0,003979265;90601,95571
17/02/2021;294,7025414;291,5089788;298,9245046;0,008053262;90541,06724
18/02/2021;294,740252;291,4958922;299,3204025;0,006692474;90539,38323
19/02/2021;294,6055366;291,8281867;298,7603628;0,008576616;90613,29384
20/02/2021;294,6737687;291,2584594;299,2018649;0,00634015;90584,62428
21/02/2021;294,6787601;291,7539629;299,0295436;0,011058526;90570,34363
22/02/2021;295,0263168;291,3911488;299,7532266;0,003275766;90440,24055
23/02/2021;295,4104867;292,3136503;299,862693;0,007850614;90413,50436
24/02/2021;296,1462063;291,8723491;301,7081352;0,001669867;90347,92571
25/02/2021;296,6928784;292,9978854;301,730924;0,003506754;90268,83653
26/02/2021;296,3653784;292,7087635;301,5280877;0,006602548;90232,1961
27/02/2021;295,5874909;292,1915349;300,4288534;0,014586327;90284,45565
28/02/2021;295,5739041;292,0127784;300,5407543;0,004422427;90230,44665
1/03/2021;295,7452552;292,5324549;300,1378378;0,012750806;90190,98001
2/03/2021;295,4273454;291,6139453;300,309218;0,009918134;90320,92056
3/03/2021;295,2931247;291,4578245;300,0304234;0,004109619;90442,81478
4/03/2021;295,1691654;291,7334508;299,5073648;0,004540345;90539,5715
5/03/2021;295,1722954;291,9637193;299,7865416;0,003152545;90444,12788
6/03/2021;295,4106106;292,0301808;300,4679508;0,005778072;90398,72532
7/03/2021;295,796143;292,3890582;300,634252;0,008033656;90409,23219
8/03/2021;294,814031;292,2843885;298,760526;0,01404791;90503,94699
9/03/2021;295,1237877;291,7290059;300,1012166;0,005259057;90527,32403
10/03/2021;294,6904965;291,8814051;299,0395797;0,010367827;90511,08464
11/03/2021;293,9587934;291,4535282;297,9288047;0,013471511;90589,50321
12/03/2021;293,8071587;291,24427;297,9780573;0,010282205;90652,5419
13/03/2021;294,2817788;290,522598;299,1753345;0,005736142;90616,10065
14/03/2021;294,3641576;290,9541318;298,9833362;0,00707276;90609,5145
15/03/2021;294,8840881;290,9876493;299,9503398;0,004709845;90517,13952
16/03/2021;294,7329067;291,3880619;299,4078755;0,008008966;90468,12064
17/03/2021;294,434811;291,3361208;298,8828911;0,015185717;90452,80255
18/03/2021;293,9003756;291,4585797;297,7324712;0,018974055;90487,38068
19/03/2021;294,0479891;291,3003251;298,251228;0,010218187;90497,82075
20/03/2021;294,1212391;291,291311;298,4096597;0,013010591;90518,23179
21/03/2021;294,6301482;291,2517416;299,380073;0,00369634;90430,61314
22/03/2021;293,9905461;291,9148904;296,9785494;0,018109596;90490,02524
23/03/2021;294,171268;291,0429811;298,5882341;0,007244416;90548,05872
24/03/2021;294,8025752;291,5670435;299,8902664;0,009907553;90504,31665
25/03/2021;295,020067;291,5717246;299,8604952;0,007619367;90501,92236
26/03/2021;295,0793195;291,6095438;300,0267414;0,012472455;90420,24809
27/03/2021;294,3557845;291,8890895;298,5126958;0,019140228;90420,92351
28/03/2021;294,7097208;291,7466935;299,192982;0,008794182;90313,0251
29/03/2021;295,3759403;291,8989621;300,1430338;0,005294181;90259,82422
30/03/2021;295,8728404;292,0090471;301,2568737;0,005646563;90264,68916
31/03/2021;295,7407694;292,2589715;300,4313575;0,005394484;90225,43965
1/04/2021;295,3059105;292,3802909;299,6907734;0,009095255;90180,78639
2/04/2021;294,6291416;292,0830935;298,5594436;0,015256657;90233,20306
3/04/2021;294,4528252;291,9689867;298,5868937;0,021070962;90380,19607
4/04/2021;294,644949;291,8777359;299,1298115;0,008526928;90330,85343
5/04/2021;294,7349487;292,1270565;299,0573327;0,012480864;90315,46817
6/04/2021;294,3895195;292,2238583;298,0747961;0,022800408;90385,0156
7/04/2021;294,6914935;291,475722;299,5066362;0,008091094;90432,72855
8/04/2021;294,67171;291,8433607;299,2992054;0,012996697;90437,63338
9/04/2021;294,1820557;292,1769718;297,4890234;0,021016908;90494,06183
10/04/2021;294,4591598;291,7740772;299,0352821;0,01197003;90493,69527
11/04/2021;295,1068685;291,8906104;299,9460807;0,005560121;90364,77962
12/04/2021;295,7725952;292,421705;300,8535161;0,005241758;90293,33935
13/04/2021;295,684571;291,5674921;300,9514056;0,004906446;90341,79153
14/04/2021;295,5204801;292,2310628;300,167834;0,008492015;90422,56139
15/04/2021;294,8155865;292,0454187;299,3150268;0,00904088;90376,29776
16/04/2021;294,5713751;292,1815189;298,1945953;0,022739758;90409,92638
17/04/2021;294,8642297;291,6125976;299,433735;0,007797872;90452,38593
18/04/2021;294,2817081;291,8965802;298,076914;0,027189049;90505,72452
19/04/2021;294,5122121;291,4901961;298,8141366;0,007489321;90563,43515
20/04/2021;295,1001039;291,7486507;299,9703027;0,006368812;90497,46041
21/04/2021;294,839339;291,7798015;299,1945877;0,007507416;90506,00919
22/04/2021;294,9942136;291,6836789;299,6179604;0,00459731;90433,10538
23/04/2021;295,2570728;292,0319334;299,8893267;0,010320074;90422,88036
24/04/2021;294,9256001;291,7545351;299,3846876;0,007602;90492,47976
25/04/2021;295,2804417;291,7909316;299,8558314;0,004609408;90437,51363
26/04/2021;295,1955649;292,2398726;299,7423166;0,006248267;90394,18732
27/04/2021;294,2420442;292,3763191;297,4986367;0,019221195;90452,18842
28/04/2021;293,8810608;291,6263737;297,697874;0,012225903;90506,13304
29/04/2021;293,9521945;291,3542514;298,1916646;0,013738523;90605,98963
30/04/2021;293,7924973;291,4411576;297,4432393;0,014349416;90665,99079
1/05/2021;293,7979433;290,7705359;298,044392;0,009666207;90617,09156
2/05/2021;294,0547941;291,6746331;298,1563257;0,017343482;90652,30321
3/05/2021;293,3758698;291,5076839;296,5959197;0,018442295;90709,28062
4/05/2021;293,8524724;291,13769;298,1267397;0,00844055;90708,90608
5/05/2021;294,2798324;291,3960294;298,2673895;0,008254822;90694,78246
6/05/2021;294,1217826;291,5950942;298,3087952;0,011679367;90631,45834
7/05/2021;294,1954816;291,569838;298,3372046;0,012140602;90592,17365
8/05/2021;294,2822214;291,474736;298,7033658;0,011256398;90592,82308
9/05/2021;294,7425681;291,8447967;299,5597437;0,009362498;90510,69063
