formatted_date;runoff_sum; surface_runoff_sum
1/08/1951;0,004950345;0,00115349
2/08/1951;0,004615341;0,000931089
3/08/1951;0,00402919;0,000594705
4/08/1951;0,005418023;0,001290264
5/08/1951;0,004109002;0,000679478
6/08/1951;0,004752126;0,001002468
7/08/1951;0,008710098;0,003069543
8/08/1951;0,012467723;0,003590441
9/08/1951;0,005075756;0,001351461
10/08/1951;0,005462731;0,001637477
11/08/1951;0,005944429;0,002298813
12/08/1951;0,019152089;0,008105499
13/08/1951;0,011040455;0,002658734
14/08/1951;0,006472113;0,001629828
15/08/1951;0,008318339;0,002747056
16/08/1951;0,008391224;0,002791755
17/08/1951;0,009328013;0,0028012
18/08/1951;0,008358814;0,002434394
19/08/1951;0,02201884;0,007974457
20/08/1951;0,007572761;0,001386277
21/08/1951;0,006642174;0,001164559
22/08/1951;0,012439467;0,004051455
23/08/1951;0,01028119;0,002237771
24/08/1951;0,008578082;0,001547405
25/08/1951;0,009441755;0,002581897
26/08/1951;0,006795226;0,001541406
27/08/1951;0,008504759;0,002445489
28/08/1951;0,008093642;0,001815264
29/08/1951;0,009693603;0,002305427
30/08/1951;0,007707765;0,001767486
31/08/1951;0,007066329;0,001915236
1/09/1951;0,007501173;0,002299628
2/09/1951;0,006681431;0,001589747
3/09/1951;0,006518657;0,001785629
4/09/1951;0,011949841;0,003960963
5/09/1951;0,006719396;0,001461944
6/09/1951;0,006415845;0,001780116
7/09/1951;0,012880439;0,004358599
8/09/1951;0,008482788;0,001671651
9/09/1951;0,006530238;0,001041658
10/09/1951;0,006491749;0,001376955
11/09/1951;0,006259096;0,001316886
12/09/1951;0,008229529;0,001980244
13/09/1951;0,011999286;0,002634176
14/09/1951;0,008112861;0,002193863
15/09/1951;0,012974733;0,003503135
16/09/1951;0,011431256;0,002098609
17/09/1951;0,008920199;0,001283115
18/09/1951;0,008640208;0,002636908
19/09/1951;0,008839536;0,002411055
20/09/1951;0,0112239;0,003932495
21/09/1951;0,010819933;0,002834437
22/09/1951;0,010279036;0,002518782
23/09/1951;0,017581986;0,005702721
24/09/1951;0,01670607;0,002353437
25/09/1951;0,015089076;0,004434256
26/09/1951;0,013483946;0,003391536
27/09/1951;0,01212684;0,00274168
28/09/1951;0,012752972;0,002504715
29/09/1951;0,020232225;0,007262548
30/09/1951;0,017909311;0,004082603
1/10/1951;0,016407281;0,005290199
2/10/1951;0,013589094;0,002635373
3/10/1951;0,008954047;0,001671646
4/10/1951;0,010459944;0,003029494
5/10/1951;0,012041382;0,003100641
6/10/1951;0,0218852;0,009249276
7/10/1951;0,010730479;0,001791888
8/10/1951;0,011212477;0,003207246
9/10/1951;0,012417311;0,003525065
10/10/1951;0,012557824;0,003012719
11/10/1951;0,041002665;0,018075669
12/10/1951;0,014661986;0,002944625
13/10/1951;0,010863382;0,002011582
14/10/1951;0,009354617;0,001710992
15/10/1951;0,009708292;0,002077046
16/10/1951;0,011974403;0,003304433
17/10/1951;0,012553033;0,003375664
18/10/1951;0,012108316;0,00284698
19/10/1951;0,027473094;0,00760543
20/10/1951;0,021494967;0,004118558
21/10/1951;0,020815273;0,004376277
22/10/1951;0,032648337;0,010238
23/10/1951;0,017375192;0,002632393
24/10/1951;0,021690005;0,005466951
25/10/1951;0,017363584;0,003418689
26/10/1951;0,034518387;0,014325145
27/10/1951;0,032347115;0,007425772
28/10/1951;0,019406438;0,002693615
29/10/1951;0,011956451;0,000791132
30/10/1951;0,009910018;0,001184777
31/10/1951;0,011380742;0,002796825
1/11/1951;0,027222528;0,012333797
2/11/1951;0,009343847;0,001362625
3/11/1951;0,010448518;0,002608597
4/11/1951;0,01170857;0,002603002
5/11/1951;0,01076535;0,002459285
6/11/1951;0,009490111;0,001734097
7/11/1951;0,01327853;0,004273257
8/11/1951;0,013204192;0,003277857
9/11/1951;0,016080866;0,004570053
10/11/1951;0,01515205;0,004759924
11/11/1951;0,024231998;0,006384586
12/11/1951;0,019879321;0,003802264
13/11/1951;0,016105647;0,002659408
14/11/1951;0,017791142;0,004651065
15/11/1951;0,011628717;0,001451481
16/11/1951;0,00782472;0,000711669
17/11/1951;0,009487437;0,001861234
18/11/1951;0,017862239;0,007833957
19/11/1951;0,01024774;0,002737355
20/11/1951;0,010246943;0,002433517
21/11/1951;0,009806218;0,001937086
22/11/1951;0,023730017;0,008551182
23/11/1951;0,012709094;0,001789246
24/11/1951;0,010751027;0,001812863
25/11/1951;0,010376733;0,001823735
26/11/1951;0,013605362;0,002221677
27/11/1951;0,008784269;0,000881582
28/11/1951;0,007456624;0,000526314
29/11/1951;0,007968687;0,001408546
30/11/1951;0,007169208;0,001067447
1/12/1951;0,007734264;0,001379639
2/12/1951;0,007927061;0,001162732
3/12/1951;0,006658053;0,001227724
4/12/1951;0,005678374;0,000560998
5/12/1951;0,005985129;0,001030251
6/12/1951;0,007494555;0,001752485
7/12/1951;0,006156523;0,000699794
8/12/1951;0,006266177;0,001492448
9/12/1951;0,005541701;0,000982716
10/12/1951;0,005382739;0,000993112
11/12/1951;0,006229526;0,001807202
12/12/1951;0,005730292;0,001309675
13/12/1951;0,008606779;0,003232143
14/12/1951;0,009190104;0,003206449
15/12/1951;0,011269153;0,002446014
16/12/1951;0,01307374;0,003897615
17/12/1951;0,008741648;0,001909518
18/12/1951;0,006176637;0,00013413
19/12/1951;0,006967141;0,001326265
20/12/1951;0,005244403;4,96137E-05
21/12/1951;0,005448233;0,000386271
22/12/1951;0,006010249;0,000719476
23/12/1951;0,004900108;0,000384241
24/12/1951;0,005671107;0,001103748
25/12/1951;0,005597526;0,001250529
26/12/1951;0,006199771;0,001820493
27/12/1951;0,005239779;0,001154733
28/12/1951;0,004463046;0,00067111
29/12/1951;0,004668845;0,000793428
30/12/1951;0,005076966;0,000842075
31/12/1951;0,005493338;0,001261732
1/01/1952;0,011676258;0,003042392
2/01/1952;0,012174458;0,004150641
